,0
611,0.023292869293800384
612,0.025614660147111924
613,0.0028754709774932593
614,0.0034229735326621953
615,0.005729130028016715
616,0.004574433363929996
617,0.004105092690716105
618,0.0020704114009822677
619,0.010840349480140529
620,0.009964985288893355
621,0.0031658785424690467
622,0.0027255478809490846
623,0.0009179277778673658
624,0.0013661665711075038
625,0.0025207863720658028
626,0.012386096637046668
627,0.008091642198564857
628,0.001709422230893552
629,0.0030651483456426917
