recording id,timestamp,start_secs,what,Night Recording,Seconds after dusk,Seconds before dawn
177820,2018-09-29T16:48:00.000Z,56.7,more pork - classic,True,,-2399
244613,2019-02-08T16:52:00.000Z,60.6,more pork - classic,True,,-1199
200448,2018-11-25T15:33:00.000Z,30.4,more pork - classic,True,,-2999
177820,2018-09-29T16:48:00.000Z,21.8,more pork - classic,True,,-2399
177191,2018-09-26T07:17:00.000Z,23.1,more pork - classic,True,1800,
200864,2018-11-26T11:49:00.000Z,25.2,more pork - classic,True,,-16439
200864,2018-11-26T11:49:00.000Z,18.0,more pork - classic,True,,-16439
205341,2018-12-05T13:57:03.000Z,55.9,more pork - classic,True,,-8636
209344,2018-12-11T15:41:00.000Z,14.4,more pork - classic,True,,-2399
246434,2019-02-12T08:00:00.000Z,36.4,more pork - classic,True,600,
246609,2019-02-12T16:56:00.000Z,32.6,more pork - classic,True,,-1199
222692,2019-01-05T15:55:00.000Z,6.0,more pork - classic,True,,-2399
245591,2019-02-10T12:53:03.000Z,14.8,more pork - classic,True,,-15656
171738,2018-09-11T17:36:00.000Z,49.3,more pork - classic,True,,-1199
246609,2019-02-12T16:56:00.000Z,22.9,more pork - classic,True,,-1199
209345,2018-12-11T15:51:00.000Z,9.2,more pork - classic,True,,-1799
225214,2019-01-10T12:13:03.000Z,57.9,more pork - classic,True,,-16016
200982,2018-11-26T15:53:00.000Z,22.3,more pork - classic,True,,-1799
209215,2018-12-11T08:32:00.000Z,12.9,more pork - classic,True,1800,
201334,2018-11-27T08:50:00.000Z,3.7,more pork - classic,True,3600,
186680,2018-10-20T14:09:05.000Z,49.2,more pork - classic,True,,-10074
198916,2018-11-22T15:35:00.000Z,2.6,more pork - classic,True,,-2999
165918,2018-08-02T18:19:00.000Z,27.7,more pork - classic,True,,-1799
183980,2018-10-12T16:29:00.000Z,53.6,more pork - classic,True,,-2399
203260,2018-12-01T08:34:00.000Z,10.4,more pork - classic,True,2400,
198919,2018-11-22T16:05:00.000Z,43.9,more pork - classic,True,,-1199
167740,2018-08-22T06:47:00.000Z,40.5,more pork - classic,True,1800,
246895,2019-02-13T08:39:00.000Z,12.7,more pork - classic,True,3000,
193319,2018-11-07T07:58:00.000Z,27.3,more pork - classic,True,1800,
203267,2018-12-01T13:54:04.000Z,11.9,more pork - classic,True,,-8875
251219,2019-02-20T08:31:00.000Z,43.5,more pork - classic,True,3000,
163398,2018-07-07T08:42:00.000Z,27.8,more pork - classic,True,10800,
219633,2018-12-30T16:10:00.000Z,55.3,more pork - classic,True,,-1199
166356,2018-08-06T18:05:00.000Z,7.9,more pork - classic,True,,-2399
279042,2019-04-14T07:23:00.000Z,29.1,more pork - classic,True,3600,
201448,2018-11-27T15:33:00.000Z,54.9,more pork - classic,True,,-2999
210147,2018-12-13T12:04:03.000Z,55.2,more pork - classic,True,,-15416
181801,2018-10-05T13:55:03.000Z,49.3,more pork - classic,True,,-12236
299254,2019-05-08T15:54:02.000Z,35.9,more pork - classic,True,,-9777
197528,2018-11-18T11:40:02.000Z,22.8,more pork - classic,True,,-17217
169276,2018-09-03T14:28:03.000Z,15.1,more pork - classic,True,,-13196
197529,2018-11-18T12:40:02.000Z,16.2,more pork - classic,True,,-13617
210530,2018-12-14T13:05:03.000Z,16.4,more pork - classic,True,,-11816
203955,2018-12-02T13:55:04.000Z,14.5,more pork - classic,True,,-8755
164151,2018-07-15T18:12:00.000Z,0.9,more pork - classic,True,,-2999
195468,2018-11-12T14:33:06.000Z,25.6,more pork - classic,True,,-7133
279682,2019-04-15T12:22:03.000Z,9.1,more pork - classic,True,,-21236
249475,2019-02-16T07:56:00.000Z,31.0,more pork - classic,True,600,
193554,2018-11-08T09:29:00.000Z,2.7,more pork - classic,True,7200,
223516,2019-01-07T15:47:00.000Z,51.6,more pork - classic,True,,-2999
211126,2018-12-16T10:06:01.000Z,19.6,more pork - classic,True,7201,
209218,2018-12-11T09:02:00.000Z,21.7,more pork - classic,True,3600,
218113,2018-12-27T15:12:04.000Z,23.1,more pork - classic,True,,-4555
195470,2018-11-12T15:42:00.000Z,47.4,more pork - classic,True,,-2999
226548,2019-01-13T15:53:00.000Z,19.5,more pork - classic,True,,-2999
238887,2019-01-31T10:02:00.000Z,48.2,more pork - classic,True,7200,
251299,2019-02-20T16:45:00.000Z,44.5,more pork - classic,True,,-2399
210265,2018-12-13T15:31:00.000Z,58.0,more pork - classic,True,,-2999
196647,2018-11-15T15:39:01.000Z,44.5,more pork - classic,True,,-2998
200864,2018-11-26T11:49:00.000Z,46.4,more pork - classic,True,,-16439
167404,2018-08-18T18:11:00.000Z,34.8,more pork - classic,True,,-1199
209703,2018-12-12T11:03:01.000Z,35.9,more pork - classic,True,,-19078
251299,2019-02-20T16:45:00.000Z,49.9,more pork - classic,True,,-2399
182062,2018-10-06T16:47:00.000Z,19.8,more pork - classic,True,,-1799
219904,2018-12-31T08:23:00.000Z,21.5,more pork - classic,True,600,
209218,2018-12-11T09:02:00.000Z,13.3,more pork - classic,True,3600,
206167,2018-12-06T13:58:03.000Z,43.6,more pork - classic,True,,-8576
202672,2018-11-30T08:53:00.000Z,51.6,more pork - classic,True,3600,
164870,2018-07-23T14:53:02.000Z,13.1,more pork - classic,True,,-14637
281912,2019-04-20T06:25:00.000Z,12.0,more pork - classic,True,600,
205341,2018-12-05T13:57:03.000Z,57.5,more pork - classic,True,,-8636
204470,2018-12-03T15:41:00.000Z,25.9,more pork - classic,True,,-2399
201804,2018-11-28T10:51:02.000Z,0.4,more pork - classic,True,10802,
214637,2018-12-22T14:10:02.000Z,14.8,more pork - classic,True,,-8097
199357,2018-11-23T15:54:00.000Z,31.0,more pork - classic,True,,-1799
210265,2018-12-13T15:31:00.000Z,52.3,more pork - classic,True,,-2999
251219,2019-02-20T08:31:00.000Z,50.8,more pork - classic,True,3000,
204466,2018-12-03T13:55:03.000Z,24.4,more pork - classic,True,,-8756
167879,2018-08-23T06:58:00.000Z,23.6,more pork - classic,True,2400,
221380,2019-01-03T16:03:00.000Z,0.9,more pork - classic,True,,-1799
163964,2018-07-13T18:03:00.000Z,30.1,more pork - classic,True,,-3599
209218,2018-12-11T09:02:00.000Z,26.0,more pork - classic,True,3600,
218644,2018-12-28T08:42:01.000Z,12.8,more pork - classic,True,1801,
227378,2019-01-15T10:12:00.000Z,9.6,more pork - classic,True,7200,
193554,2018-11-08T09:29:00.000Z,53.7,more pork - classic,True,7200,
226041,2019-01-12T16:12:00.000Z,50.1,more pork - classic,True,,-1799
166766,2018-08-11T06:38:00.000Z,2.6,more pork - classic,True,1800,
246434,2019-02-12T08:00:00.000Z,26.4,more pork - classic,True,600,
281912,2019-04-20T06:25:00.000Z,7.9,more pork - classic,True,600,
218644,2018-12-28T08:42:01.000Z,39.0,more pork - classic,True,1801,
176494,2018-09-23T10:44:00.000Z,37.8,more pork - classic,True,14400,
200860,2018-11-26T08:39:00.000Z,4.3,more pork - classic,True,3000,
216051,2018-12-24T16:16:01.000Z,46.6,more pork - classic,True,,-598
226440,2019-01-13T08:52:00.000Z,50.0,more pork - classic,True,2400,
196137,2018-11-14T15:50:00.000Z,23.3,more pork - classic,True,,-2399
168097,2018-08-25T12:20:02.000Z,25.9,more pork - classic,True,,-21657
210265,2018-12-13T15:31:00.000Z,25.9,more pork - classic,True,,-2999
232668,2019-01-25T08:47:00.000Z,29.2,more pork - classic,True,2400,
221803,2019-01-04T10:13:02.000Z,40.5,more pork - classic,True,7202,
203267,2018-12-01T13:54:04.000Z,43.4,more pork - classic,True,,-8875
198919,2018-11-22T16:05:00.000Z,8.4,more pork - classic,True,,-1199
204964,2018-12-04T08:26:00.000Z,50.2,more pork - classic,True,1800,
243945,2019-02-07T08:06:00.000Z,36.5,more pork - classic,True,600,
281912,2019-04-20T06:25:00.000Z,38.0,more pork - classic,True,600,
173356,2018-09-14T06:57:00.000Z,9.8,more pork - classic,True,1200,
249475,2019-02-16T07:56:00.000Z,9.9,more pork - classic,True,600,
180546,2018-10-04T17:10:00.000Z,41.0,more pork - classic,True,,-599
249477,2019-02-16T08:16:00.000Z,51.8,more pork - classic,True,1800,
226440,2019-01-13T08:52:00.000Z,57.9,more pork - classic,True,2400,
251219,2019-02-20T08:31:00.000Z,46.8,more pork - classic,True,3000,
251219,2019-02-20T08:31:00.000Z,19.5,more pork - classic,True,3000,
168097,2018-08-25T12:20:02.000Z,7.8,more pork - classic,True,,-21657
232668,2019-01-25T08:47:00.000Z,39.7,more pork - classic,True,2400,
199356,2018-11-23T15:44:00.000Z,15.0,more pork - classic,True,,-2399
225217,2019-01-10T15:13:05.000Z,5.7,more pork - classic,True,,-5214
291694,2019-04-27T18:17:01.000Z,55.9,more pork - classic,True,,-598
170695,2018-09-08T15:32:03.000Z,32.7,more pork - classic,True,,-8936
195468,2018-11-12T14:33:06.000Z,29.5,more pork - classic,True,,-7133
164608,2018-07-20T18:19:00.000Z,10.5,more pork - classic,True,,-2399
165918,2018-08-02T18:19:00.000Z,3.5,more pork - classic,True,,-1799
238887,2019-01-31T10:02:00.000Z,15.2,more pork - classic,True,7200,
200864,2018-11-26T11:49:00.000Z,53.0,more pork - classic,True,,-16439
200981,2018-11-26T15:43:00.000Z,28.9,more pork - classic,True,,-2399
253313,2019-02-23T16:58:00.000Z,12.8,more pork - classic,True,,-1799
244613,2019-02-08T16:52:00.000Z,56.5,more pork - classic,True,,-1199
249664,2019-02-16T16:41:00.000Z,23.4,more pork - classic,True,,-2399
167879,2018-08-23T06:58:00.000Z,26.8,more pork - classic,True,2400,
199356,2018-11-23T15:44:00.000Z,53.3,more pork - classic,True,,-2399
227374,2019-01-15T08:42:00.000Z,50.0,more pork - classic,True,1800,
200982,2018-11-26T15:53:00.000Z,11.0,more pork - classic,True,,-1799
238887,2019-01-31T10:02:00.000Z,21.0,more pork - classic,True,7200,
226634,2019-01-13T16:23:00.000Z,28.0,more pork - classic,True,,-1199
214637,2018-12-22T14:10:02.000Z,42.4,more pork - classic,True,,-8097
165856,2018-08-02T06:41:00.000Z,39.1,more pork - classic,True,2400,
183980,2018-10-12T16:29:00.000Z,14.4,more pork - classic,True,,-2399
220021,2018-12-31T16:21:01.000Z,4.5,more pork - classic,True,,-598
169031,2018-09-01T12:26:04.000Z,10.2,more pork - classic,True,,-20695
221376,2019-01-03T15:43:00.000Z,3.3,more pork - classic,True,,-2999
226440,2019-01-13T08:52:00.000Z,39.0,more pork - classic,True,2400,
223062,2019-01-06T09:03:00.000Z,36.6,more pork - classic,True,3000,
164608,2018-07-20T18:19:00.000Z,2.6,more pork - classic,True,,-2399
200982,2018-11-26T15:53:00.000Z,51.4,more pork - classic,True,,-1799
208732,2018-12-10T08:32:00.000Z,10.6,more pork - classic,True,1800,
202173,2018-11-29T08:12:00.000Z,59.3,more pork - classic,True,1200,
233472,2019-01-26T16:17:01.000Z,38.0,more pork - classic,True,,-2398
277994,2019-04-12T07:26:00.000Z,26.4,more pork - classic,True,3600,
240632,2019-02-02T16:45:00.000Z,41.0,more pork - classic,True,,-1199
200864,2018-11-26T11:49:00.000Z,39.5,more pork - classic,True,,-16439
302185,2019-05-13T14:49:06.000Z,50.6,more pork - classic,True,,-13913
279042,2019-04-14T07:23:00.000Z,49.9,more pork - classic,True,3600,
164151,2018-07-15T18:12:00.000Z,27.7,more pork - classic,True,,-2999
200448,2018-11-25T15:33:00.000Z,10.3,more pork - classic,True,,-2999
169428,2018-09-04T17:37:01.000Z,16.2,more pork - classic,True,,-1798
165460,2018-07-29T18:02:01.000Z,18.5,more pork - classic,True,,-2998
245591,2019-02-10T12:53:03.000Z,10.9,more pork - classic,True,,-15656
252819,2019-02-22T17:17:00.000Z,13.4,more pork - classic,True,,-599
279682,2019-04-15T12:22:03.000Z,53.7,more pork - classic,True,,-21236
168424,2018-08-28T06:53:00.000Z,10.9,more pork - classic,True,1800,
199357,2018-11-23T15:54:00.000Z,19.6,more pork - classic,True,,-1799
166198,2018-08-05T06:33:00.000Z,12.8,more pork - classic,True,1800,
179922,2018-10-03T07:13:00.000Z,43.1,more pork - classic,True,1200,
275689,2019-04-06T12:35:01.000Z,6.7,more pork - classic,True,,-27178
197295,2018-11-17T15:58:01.000Z,45.5,more pork - classic,True,,-1798
202333,2018-11-29T12:52:03.000Z,1.7,more pork - classic,True,,-12596
197523,2018-11-18T08:20:00.000Z,27.9,more pork - classic,True,2400,
203267,2018-12-01T13:54:04.000Z,30.4,more pork - classic,True,,-8875
257155,2019-03-01T15:29:03.000Z,31.2,more pork - classic,True,,-7496
243945,2019-02-07T08:06:00.000Z,47.9,more pork - classic,True,600,
167879,2018-08-23T06:58:00.000Z,21.1,more pork - classic,True,2400,
166675,2018-08-10T06:47:00.000Z,12.9,more pork - classic,True,2400,
199353,2018-11-23T14:45:03.000Z,37.9,more pork - classic,True,,-5936
259446,2019-03-06T08:01:00.000Z,49.3,more pork - classic,True,2400,
279042,2019-04-14T07:23:00.000Z,59.7,more pork - classic,True,3600,
229626,2019-01-19T13:10:03.000Z,7.1,more pork - classic,True,,-13136
205434,2018-12-05T16:11:00.000Z,12.0,more pork - classic,True,,-599
193554,2018-11-08T09:29:00.000Z,20.5,more pork - classic,True,7200,
251219,2019-02-20T08:31:00.000Z,12.0,more pork - classic,True,3000,
240632,2019-02-02T16:45:00.000Z,5.6,more pork - classic,True,,-1199
210603,2018-12-14T15:42:00.000Z,25.3,more pork - classic,True,,-2399
197529,2018-11-18T12:40:02.000Z,24.0,more pork - classic,True,,-13617
206172,2018-12-06T15:41:00.000Z,19.5,more pork - classic,True,,-2399
213557,2018-12-20T08:29:00.000Z,36.1,more pork - classic,True,1200,
195203,2018-11-11T16:03:00.000Z,6.8,more pork - classic,True,,-1799
164151,2018-07-15T18:12:00.000Z,34.1,more pork - classic,True,,-2999
197761,2018-11-19T08:31:00.000Z,3.3,more pork - classic,True,3000,
210265,2018-12-13T15:31:00.000Z,40.4,more pork - classic,True,,-2999
176494,2018-09-23T10:44:00.000Z,29.0,more pork - classic,True,14400,
198028,2018-11-20T08:12:01.000Z,35.0,more pork - classic,True,1801,
208384,2018-12-09T13:01:03.000Z,40.9,more pork - classic,True,,-11996
240632,2019-02-02T16:45:00.000Z,10.8,more pork - classic,True,,-1199
164870,2018-07-23T14:53:02.000Z,27.6,more pork - classic,True,,-14637
214637,2018-12-22T14:10:02.000Z,53.0,more pork - classic,True,,-8097
226634,2019-01-13T16:23:00.000Z,13.0,more pork - classic,True,,-1199
226440,2019-01-13T08:52:00.000Z,43.9,more pork - classic,True,2400,
214909,2018-12-22T15:45:00.000Z,59.7,more pork - classic,True,,-2399
196137,2018-11-14T15:50:00.000Z,47.5,more pork - classic,True,,-2399
219181,2018-12-29T09:02:00.000Z,12.5,more pork - classic,True,3000,
204964,2018-12-04T08:26:00.000Z,4.1,more pork - classic,True,1800,
184379,2018-10-13T14:02:01.000Z,49.8,more pork - classic,True,,-11098
228030,2019-01-16T14:11:03.000Z,12.4,more pork - classic,True,,-9296
216051,2018-12-24T16:16:01.000Z,13.7,more pork - classic,True,,-598
244613,2019-02-08T16:52:00.000Z,36.8,more pork - classic,True,,-1199
202672,2018-11-30T08:53:00.000Z,58.3,more pork - classic,True,3600,
177969,2018-09-30T07:20:00.000Z,57.5,more pork - classic,True,1800,
164330,2018-07-17T18:41:01.000Z,42.0,more pork - classic,True,,-1198
242974,2019-02-05T12:58:03.000Z,10.8,more pork - classic,True,,-14996
166766,2018-08-11T06:38:00.000Z,43.4,more pork - classic,True,1800,
171734,2018-09-11T16:56:01.000Z,16.5,more pork - classic,True,,-3598
226042,2019-01-12T16:22:01.000Z,18.4,more pork - classic,True,,-1198
249475,2019-02-16T07:56:00.000Z,20.6,more pork - classic,True,600,
249477,2019-02-16T08:16:00.000Z,39.8,more pork - classic,True,1800,
175656,2018-09-19T06:51:00.000Z,3.0,more pork - classic,True,600,
238887,2019-01-31T10:02:00.000Z,54.3,more pork - classic,True,7200,
242974,2019-02-05T12:58:03.000Z,21.5,more pork - classic,True,,-14996
240632,2019-02-02T16:45:00.000Z,0.3,more pork - classic,True,,-1199
186680,2018-10-20T14:09:05.000Z,39.7,more pork - classic,True,,-10074
259446,2019-03-06T08:01:00.000Z,39.0,more pork - classic,True,2400,
202173,2018-11-29T08:12:00.000Z,7.0,more pork - classic,True,1200,
281163,2019-04-18T14:18:05.000Z,3.7,more pork - classic,True,,-14454
259891,2019-03-07T07:40:00.000Z,60.8,more pork - classic,True,1200,
245047,2019-02-09T08:34:00.000Z,55.6,more pork - classic,True,2400,
264617,2019-03-16T15:07:05.000Z,37.2,more pork - classic,True,,-9714
222428,2019-01-05T08:23:00.000Z,34.1,more pork - classic,True,600,
168425,2018-08-28T07:03:00.000Z,59.5,more pork - classic,True,2400,
167214,2018-08-16T16:12:06.000Z,48.6,more pork - classic,True,,-8453
265402,2019-03-18T10:04:01.000Z,56.7,more pork - classic,True,10801,
198830,2018-11-22T12:44:02.000Z,31.9,more pork - classic,True,,-13257
319027,2019-06-11T10:35:03.000Z,2.1,more pork - classic,True,18003,
276841,2019-04-09T08:30:02.000Z,28.9,more pork - classic,True,7202,
219633,2018-12-30T16:10:00.000Z,15.1,more pork - classic,True,,-1199
211875,2018-12-17T10:07:01.000Z,44.7,more pork - classic,True,7201,
279682,2019-04-15T12:22:03.000Z,48.3,more pork - classic,True,,-21236
232668,2019-01-25T08:47:00.000Z,3.2,more pork - classic,True,2400,
225217,2019-01-10T15:13:05.000Z,16.4,more pork - classic,True,,-5214
234199,2019-01-28T08:35:00.000Z,3.7,more pork - classic,True,1800,
244613,2019-02-08T16:52:00.000Z,17.3,more pork - classic,True,,-1199
168003,2018-08-24T17:22:00.000Z,21.7,more pork - classic,True,,-3599
247042,2019-02-13T16:47:00.000Z,59.5,more pork - classic,True,,-1799
208732,2018-12-10T08:32:00.000Z,14.7,more pork - classic,True,1800,
166134,2018-08-04T16:02:02.000Z,44.2,more pork - classic,True,,-9897
253024,2019-02-23T08:07:00.000Z,42.4,more pork - classic,True,1800,
228030,2019-01-16T14:11:03.000Z,6.4,more pork - classic,True,,-9296
181801,2018-10-05T13:55:03.000Z,56.2,more pork - classic,True,,-12236
271447,2019-03-29T13:47:05.000Z,35.0,more pork - classic,True,,-15234
195203,2018-11-11T16:03:00.000Z,35.2,more pork - classic,True,,-1799
179922,2018-10-03T07:13:00.000Z,60.5,more pork - classic,True,1200,
186506,2018-10-19T16:29:00.000Z,42.6,more pork - classic,True,,-1799
202672,2018-11-30T08:53:00.000Z,5.9,more pork - classic,True,3600,
197295,2018-11-17T15:58:01.000Z,27.5,more pork - classic,True,,-1798
247042,2019-02-13T16:47:00.000Z,42.5,more pork - classic,True,,-1799
173014,2018-09-13T17:13:00.000Z,26.8,more pork - classic,True,,-2399
210862,2018-12-15T14:05:04.000Z,13.0,more pork - classic,True,,-8215
195400,2018-11-12T08:23:00.000Z,19.9,more pork - classic,True,3000,
319027,2019-06-11T10:35:03.000Z,8.6,more pork - classic,True,18003,
279682,2019-04-15T12:22:03.000Z,21.4,more pork - classic,True,,-21236
219181,2018-12-29T09:02:00.000Z,57.8,more pork - classic,True,3000,
171737,2018-09-11T17:26:00.000Z,45.4,more pork - classic,True,,-1799
167404,2018-08-18T18:11:00.000Z,18.6,more pork - classic,True,,-1199
267201,2019-03-21T10:59:03.000Z,45.5,more pork - classic,True,14403,
203451,2018-12-01T16:02:00.000Z,22.4,more pork - classic,True,,-1199
166356,2018-08-06T18:05:00.000Z,51.5,more pork - classic,True,,-2399
299683,2019-05-09T06:43:00.000Z,6.1,more pork - classic,True,3000,
257155,2019-03-01T15:29:03.000Z,40.2,more pork - classic,True,,-7496
246609,2019-02-12T16:56:00.000Z,37.8,more pork - classic,True,,-1199
197294,2018-11-17T15:48:00.000Z,46.3,more pork - classic,True,,-2399
247419,2019-02-14T08:28:00.000Z,41.1,more pork - classic,True,2400,
267198,2019-03-21T07:59:00.000Z,49.4,more pork - classic,True,3600,
199353,2018-11-23T14:45:03.000Z,40.8,more pork - classic,True,,-5936
167214,2018-08-16T16:12:06.000Z,43.1,more pork - classic,True,,-8453
242974,2019-02-05T12:58:03.000Z,51.4,more pork - classic,True,,-14996
193376,2018-11-07T15:46:00.000Z,48.9,more pork - classic,True,,-2999
221376,2019-01-03T15:43:00.000Z,44.7,more pork - classic,True,,-2999
202177,2018-11-29T08:52:00.000Z,3.4,more pork - classic,True,3600,
184187,2018-10-13T07:12:00.000Z,55.4,more pork - classic,True,600,
209218,2018-12-11T09:02:00.000Z,9.8,more pork - classic,True,3600,
194576,2018-11-10T14:31:04.000Z,55.7,more pork - classic,True,,-7375
198916,2018-11-22T15:35:00.000Z,36.7,more pork - classic,True,,-2999
319256,2019-06-11T18:32:01.000Z,56.2,more pork - classic,True,,-1798
186680,2018-10-20T14:09:05.000Z,11.1,more pork - classic,True,,-10074
240631,2019-02-02T16:35:00.000Z,48.4,more pork - classic,True,,-1799
203955,2018-12-02T13:55:04.000Z,34.8,more pork - classic,True,,-8755
245045,2019-02-09T08:14:00.000Z,31.6,more pork - classic,True,1200,
218113,2018-12-27T15:12:04.000Z,53.0,more pork - classic,True,,-4555
238887,2019-01-31T10:02:00.000Z,33.9,more pork - classic,True,7200,
197528,2018-11-18T11:40:02.000Z,9.6,more pork - classic,True,,-17217
164151,2018-07-15T18:12:00.000Z,60.2,more pork - classic,True,,-2999
291694,2019-04-27T18:17:01.000Z,24.0,more pork - classic,True,,-598
197915,2018-11-19T15:57:00.000Z,32.0,more pork - classic,True,,-1799
246078,2019-02-11T12:51:02.000Z,35.0,more pork - classic,True,,-15837
208384,2018-12-09T13:01:03.000Z,26.7,more pork - classic,True,,-11996
179922,2018-10-03T07:13:00.000Z,33.3,more pork - classic,True,1200,
279158,2019-04-14T17:26:00.000Z,41.3,more pork - classic,True,,-2999
223063,2019-01-06T09:13:00.000Z,25.4,more pork - classic,True,3600,
276841,2019-04-09T08:30:02.000Z,14.3,more pork - classic,True,7202,
249475,2019-02-16T07:56:00.000Z,27.0,more pork - classic,True,600,
209703,2018-12-12T11:03:01.000Z,10.5,more pork - classic,True,,-19078
218644,2018-12-28T08:42:01.000Z,28.2,more pork - classic,True,1801,
238885,2019-01-31T08:52:00.000Z,14.3,more pork - classic,True,3000,
210147,2018-12-13T12:04:03.000Z,40.2,more pork - classic,True,,-15416
183980,2018-10-12T16:29:00.000Z,22.0,more pork - classic,True,,-2399
263663,2019-03-14T07:40:00.000Z,47.5,more pork - classic,True,1800,
259892,2019-03-07T07:50:01.000Z,50.9,more pork - classic,True,1801,
164136,2018-07-15T12:47:02.000Z,14.1,more pork - classic,True,,-22497
279682,2019-04-15T12:22:03.000Z,29.4,more pork - classic,True,,-21236
198916,2018-11-22T15:35:00.000Z,29.2,more pork - classic,True,,-2999
194576,2018-11-10T14:31:04.000Z,10.6,more pork - classic,True,,-7375
203954,2018-12-02T12:55:03.000Z,36.9,more pork - classic,True,,-12356
